index,URL,domain,raw_text,raw_text_before,furniture_extr,property_extr,name_extr
41,https://www.theguestroomfurniture.com/products/,www.theguestroomfurniture.com,,,,[],
42,https://www.danishinspirations.com/products/products/bedroom/page/3/,www.danishinspirations.com,products/bedroom/page/3/,,bedroom,[],
43,https://columbineshowroom.com/products/,columbineshowroom.com,,,,[],
44,https://emfurn.com/products/aaron-sofa,emfurn.com,aaron sofa,,sofa,[],aaron
45,https://fmvegas.com/products/carlo-dresser,fmvegas.com,carlo dresser,,dresser,[],carlo
46,https://nicoyafurniture.com.au/products/playa-bowl,nicoyafurniture.com.au,playa bowl,,bowl,[],playa
47,https://galvinbrothers.co.uk/products/alfandbud,galvinbrothers.co.uk,alfandbud,,,[],
48,https://tyfinefurniture.com/products/enso-platform-bed,tyfinefurniture.com,enso platform bed,,platform bed,[],enso
49,https://24estyle.com/products/eliza-fan,24estyle.com,eliza fan,,fan,[],eliza
50,https://shopspencerfurnituresiouxfalls.com/products/glass-lamp,shopspencerfurnituresiouxfalls.com,glass lamp,,lamp,['glass'],
51,https://bryantscountrystore.com/products/deli-sandwich-carryout,bryantscountrystore.com,deli sandwich carryout,,,[],
52,https://vincentdesign.com.au/products/spaltekanden-big-white,vincentdesign.com.au,spaltekanden big white,,spaltekanden,"['big', 'white']",
53,https://magnolialane.biz/products/anika-cushion,magnolialane.biz,anika cushion,,cushion,[],anika
54,https://blupeter.com.au/products/tulip-object,blupeter.com.au,tulip object,,object,[],tulip
55,https://www.cranmorehome.com.au/products/gift-card,www.cranmorehome.com.au,gift card,,,[],
56,https://www.vavoom.com.au/products/ebony-chest,www.vavoom.com.au,ebony chest,,chest,['ebony'],
57,https://www.goodwoodfurniture.com.au/products/wardrobes/colonial-robe/,www.goodwoodfurniture.com.au,wardrobes/colonial robe/,,wardrobe,['colonial'],robe
58,https://valentinesfurniture.com.au/products/,valentinesfurniture.com.au,,,,[],
59,https://www.loungesplus.com.au/products/baird-fabric-lounge-package,www.loungesplus.com.au,baird fabric lounge package,,lounge,['fabric'],baird
60,https://www.yellowleafhammocks.com/products/hammock-gift-card,www.yellowleafhammocks.com,hammock gift card,,,[],
61,https://asplundstore.se/products/fish-bricka,asplundstore.se,fish bricka,,,[],
62,https://distinctive-interiors.com/products/,distinctive-interiors.com,,,,[],
63,https://runyonsfinefurniture.com/products/alf-bar-stool,runyonsfinefurniture.com,alf bar stool,,bar stool,[],alf
64,https://www.comfortfurniture.com.sg/sale/products/office,www.comfortfurniture.com.sg,office,sale/,,['office'],
65,https://karladubois.com/products/wooster-convertible-crib,karladubois.com,wooster convertible crib,,convertible crib,[],wooster
66,https://brownsquirrelfurniture.com/furniture/rest-bedrooms/rest-beds/sleep-queen/products/laurel-sleigh/,brownsquirrelfurniture.com,laurel sleigh/,furniture/rest bedrooms/rest beds/sleep queen/,sleigh,[],laurel
67,https://viesso.com/products/haru-bed,viesso.com,haru bed,,bed,[],haru
68,https://floydhome.com/products/the-floyd-hat,floydhome.com,the floyd hat,,,[],
69,https://www.mybudgetfurniture.com/products/3pc-sectional,www.mybudgetfurniture.com,3pc sectional,,sectional,['3pc'],
70,https://www.fiveelementsfurniture.com/collections/sola-office-collection/products/sola-lift-desk,www.fiveelementsfurniture.com,sola lift desk,collections/sola office collection/,desk,['lift'],sola
71,https://www.fads.co.uk/products/living/sofas/sofa-beds/,www.fads.co.uk,living/sofas/sofa beds/,,sofa beds,['living'],
72,https://test-danish-inspirations.pantheonsite.io/products/products/bedroom/page/3/,test-danish-inspirations.pantheonsite.io,products/bedroom/page/3/,,bedroom,[],
73,https://www.hipvan.com/products/sleep-mattress?ref=nav_dropdown,www.hipvan.com,sleep mattress,,mattress,['sleep'],
74,https://dev-danish-inspirations.pantheonsite.io/products/products/bedroom/page/3/,dev-danish-inspirations.pantheonsite.io,products/bedroom/page/3/,,bedroom,[],
75,https://houseofhollingsworthblog.com/products/locker,houseofhollingsworthblog.com,locker,,locker,[],
76,https://www.wardrobe-bunk-bed-sofa.uk/products/wardrobe-ava-4-3,www.wardrobe-bunk-bed-sofa.uk,wardrobe ava 4 3,,wardrobe,['4 3'],ava
77,https://dwell.co.uk/products/sleep/type/bed/,dwell.co.uk,sleep/type/bed/,,bed,['sleep'],
78,https://www.hopewells.co.uk/products/living-dining/sofas-chairs/tetrad/tetrad-patna-chair,www.hopewells.co.uk,living dining/sofas chairs/tetrad/tetrad patna chair,,chair,['tetrad'],tetrad patna
79,https://kokocollective.com.au/products/esme-natural-rattan-day-bed,kokocollective.com.au,esme natural rattan day bed,,day bed,['natural rattan'],esme
80,https://www.timothyoulton.com/products/living/sectional-sofas,www.timothyoulton.com,living/sectional sofas,,sectional sofas,[],
81,https://www.warmnordic.com/global/products/news,www.warmnordic.com,news,global/,,[],
82,https://www.royaloakfurniture.co.uk/products/pop-bench,www.royaloakfurniture.co.uk,pop bench,,bench,[],pop
83,https://mulamu.com/products/membership,mulamu.com,membership,,,[],
84,http://www.genesisfurniturelv.com/products/,www.genesisfurniturelv.com,,,,[],
85,https://daufurniture.com/products/style/transitional/dana-upholstered-bed/,daufurniture.com,style/transitional/dana upholstered bed/,,upholstered bed,['transitional'],dana
86,https://www.waynesfinefurnitureandbedding.com/search/products/?s=power+recliners&pp=120,www.waynesfinefurnitureandbedding.com,,search/,,[],
87,https://theodores.com/products/,theodores.com,,,,[],
88,https://www.theoakfurnitureshop.com/products/country-trend-solid-oak-tv-stand-51/,www.theoakfurnitureshop.com,country trend solid oak tv stand 51/,,tv stand,['solid oak'],country trend
89,https://totalpatioaccessories.com/products/product07,totalpatioaccessories.com,product07,,,[],
90,https://www.groensfinefurniture.com/products/Miscellaneous/misc/394554.html,www.groensfinefurniture.com,Miscellaneous/misc/394554.html,,,[],
91,https://yesterdaystreefurniture.com/products/gifts/,yesterdaystreefurniture.com,gifts/,,,[],
92,https://www.jensen-lewis.com/products/guardsman-gold-complete-plan,www.jensen-lewis.com,guardsman gold complete plan,,,[],
93,https://www.popandscott.com/products/raffia-sun,www.popandscott.com,raffia sun,,,[],
94,https://shophorne.com/products/sarpaneva-cast-iron-casserole,shophorne.com,sarpaneva cast iron casserole,,casserole,['cast iron'],sarpaneva
95,https://cultdesign.co.nz/products/molloy-chair,cultdesign.co.nz,molloy chair,,chair,[],molloy
96,https://www.gloster.com/en/products/materials/teak,www.gloster.com,materials/teak,en/,,['teak'],
97,https://thebrick.com/products/tacoma-chest,thebrick.com,tacoma chest,,chest,[],tacoma
98,https://capsulehome.com/products/frey-sofa'%3EFrey%20Sofa%3C/a%3E%20and%20I%20wanted%20to%20share%20it%20with%20you,capsulehome.com,frey sofa,,sofa,[],frey
99,https://www.altamodafurniture.com/products/Woodworks/ca_ww/3701npt.html,www.altamodafurniture.com,Woodworks/ca,,,['woodworks'],ca
100,https://www.normann-copenhagen.com/en/en/products/tivoli/lamps/toli-lamp--20-cm-eu-5005028,www.normann-copenhagen.com,tivoli/lamps/toli lamp 20 cm eu 5005028,en/en/,lamp,"['20 cm', 'eu 5005028']",tivoli toli
101,https://www.gowfb.com/products/patio-set-covers,www.gowfb.com,patio set covers,,patio set,['covers'],
102,https://allwoodfurn.com/products/group-119-rustic-two-tone-gathering-table-and-barstools,allwoodfurn.com,group 119 rustic two tone gathering table and barstools,,"['gathering table, barstools']","['rustic', 'two tone']",group 119
103,https://decorum-shop.co.uk/products/gift-card-10-25-50-100,decorum-shop.co.uk,gift card 10 25 50 100,,,[],
104,https://lostine.com/products/jack-chairs,lostine.com,jack chairs,,chair,[],jack
105,https://designkollective.com/stores/woodlandcreek/products/76623,designkollective.com,76623,stores/woodlandcreek/,,[],
106,https://www.somedaydesigns.co.uk/products/muuto-tip-lamp?variant=513748041743,www.somedaydesigns.co.uk,muuto tip lamp,,lamp,[],muuto tip
107,https://www.mainecottage.com/collections/workspace/products/big-cay-desk,www.mainecottage.com,big cay desk,collections/workspace/,desk,['big'],cay
108,https://pawleysislandhammocks.com/products/swings/rope,pawleysislandhammocks.com,swings/rope,,swing,['rope'],
109,https://homeresource.com/products/series-7-chair&media=http://cdn.shopify.com/s/files/1/1170/0268/products/Series-7-ann-1423601841_1024x1024.jpeg&description=Series%207%20Chair%20%23Chairs,homeresource.com,series 7 chair media Series 7 ann 1423601841,//cdn.shopify.com/s/files/1/1170/0268/ ,chair,['media'],series 7
110,https://www.antoninimodernliving.com/products/,www.antoninimodernliving.com,,,,[],
111,https://www.shorehousefurniture.com/products/Rowe-Furniture/rowe/c396sect.html,www.shorehousefurniture.com,Rowe Furniture/rowe/c396sect.html,,,[],Rowe Furniture
112,https://www.jandjtreasuretrove.net/apps/webstore/products/show/8098794,www.jandjtreasuretrove.net,show/8098794,apps/webstore/,,[],
113,https://www.idcmn.com/products/sun-company-861013-queen-bed&source=webclient,www.idcmn.com,sun company 861013 queen bed webclient,,bed,['queen'],sun company 861013
114,https://calligarisla.com/products/living/sofas/metro/minimal-and-contemporary-modular-sofa,calligarisla.com,living/sofas/metro/minimal and contemporary modular sofa,,modular sofa,"['minimal', 'contemporary']",metro
115,https://stealasofa.com/products/isla-gray-fabric-sectional-sofa-4249,stealasofa.com,isla gray fabric sectional sofa 4249,,sectional sofa,['gray fabric'],isla 4249
116,https://urbanfurnishing.net/products/5a-rio,urbanfurnishing.net,5a rio,,,[],
117,https://vancouverwoodworks.com/products/aamerica-wslcb5091,vancouverwoodworks.com,aamerica wslcb5091,,,[],aamerica wslcb5091
118,https://www.kannoa.com/products/lipa-barstool,www.kannoa.com,lipa barstool,,barstool,[],lipa
119,https://furnitureoutletnc.com/products/deluxe-full-mattress,furnitureoutletnc.com,deluxe full mattress,,mattress,"['deluxe', 'full']",
120,https://www.furnituremarts.com/products/gallery-home.aspx,www.furnituremarts.com,gallery home.aspx,,,[],
121,https://osmen.com.au/products/customize-cushion,osmen.com.au,customize cushion,,,['customize cushion'],
122,https://www.stevenshellliving.com/products/piccolo-jug,www.stevenshellliving.com,piccolo jug,,jug,[],piccolo
123,https://www.thefurnituremegastore.co.uk/products/noir-80x180-cm-wall-mirror,www.thefurnituremegastore.co.uk,noir 80x180 cm wall mirror,,wall mirror,['80x180 cm'],noir
124,https://contempoconcepts.com/products/winndom-berkeley-iii?_pos=1&_sid=362e09ca2&_ss=r,contempoconcepts.com,winndom berkeley iii,,,[],winndom berkeley iii
125,https://eurolivingfurniture.com/products/746-writing-desk,eurolivingfurniture.com,746 writing desk,,writing desk,[],746
126,https://www.efurnitureny.com/products/wardrobes-and-closets/wardrobe-closet-and-armoires,www.efurnitureny.com,wardrobes and closets/wardrobe closet and armoires,,"['wardrobe closet', 'armoires']",[],
127,https://sarahellison.com.au/collections/all/products/muse,sarahellison.com.au,muse,collections/all/,,[],
128,https://oakspecialists.com/products/bedroom/beds/63/,oakspecialists.com,bedroom/beds/63/,,bed,['bedroom'],
129,https://midinmod.com/products/vendetta-bookcase%20via%20@https://twitter.com/midinmod?lang=en,midinmod.com,vendetta bookcase 20via 20,,bookcase,['20via 20'],vendetta
130,https://www.unclaimed-furniture.com/products/Standard-Furniture/stand/11406.html,www.unclaimed-furniture.com,Standard Furniture/stand/11406.html,,stand,[],Standard Furniture
131,http://www.kis-lv.com/Products/products.html,www.kis-lv.com,,,,[],
132,https://wayborn.com/products/,wayborn.com,,,,[],
133,https://www.bovafurniture.com/products/office/desks/page/2/,www.bovafurniture.com,office/desks/page/2/,,desk,['office'],
134,https://hauslondon.com/products/gift-card,hauslondon.com,gift card,,,[],
135,https://allworldfurniture.com/products/sallie-stool&via=http://www.twitter.com/alworldfurnitur&text=Euro%20Style%20Sallie%20Accent%20Stool,allworldfurniture.com,sallie stool via,,stool,[],sallie via
136,https://decorium.us/products/costa-adjustable-barstool,decorium.us,costa adjustable barstool,,barstool,['adjustable'],costa
137,https://www.softsquare.com/collections/usm-haller/products/usm-haller-media-o1,www.softsquare.com,usm haller media o1,collections/usm haller/,media,[],usm haller
138,https://www.rockymountain.furniture/products/jofran/15003.html,www.rockymountain.furniture,jofran/15003.html,,,[],
139,https://www.statewidefurniture.com/products/Ashley-Furniture/ashley/1010494.html,www.statewidefurniture.com,Ashley Furniture/ashley/1010494.html,,,[],Ashley Furniture
140,https://huckandpeck.com/products/gift-card,huckandpeck.com,gift card,,,[],
141,https://najarianfurniture.com/products/roma-sofa-pebble,najarianfurniture.com,roma sofa pebble,,sofa,['pebble'],roma
142,https://qualitywoods.com/products/qw-amish-mckee-6pc-dining-set?variant=31793708105810,qualitywoods.com,qw amish mckee 6pc dining set,,dining set,['6pc'],amish mckee
143,https://mybossfurniture.com/products/tullis-2&via=&text=Tullis%20Cream/Navy/Gray%20Medium%20Rug,mybossfurniture.com,tullis 2 via text Tullis 20Cream/Navy/Gray 20Medium 20Rug,,rug,"['cream/navy/gray', 'medium']",tullis 2
144,https://www.furnish123quadcities.com/search/products/?s=36505,www.furnish123quadcities.com,,search/,,[],
145,https://americanbackyard.com/products/gift-card,americanbackyard.com,gift card,,,[],
146,https://www.roccityfurniture.com/products/abney-4pc-set/,www.roccityfurniture.com,abney 4pc set/,,4pc set,[],abney
147,https://www.sutherlandfurniture.com/collections/quick-ship/products/franck-sofa-quickship,www.sutherlandfurniture.com,franck sofa quickship,collections/quick ship/,sofa,['quickship'],franck
148,https://craftassociatesfurniture.com/products/craft-associates-wool-lounge-chairs-1519,craftassociatesfurniture.com,craft associates wool lounge chairs 1519,,lounge chairs,['wool'],craft associates
149,https://huset-shop.com/products/gift-card,huset-shop.com,gift card,,,[],
150,https://www.scotmeachamwoodhome.com/products/hodges-tweed,www.scotmeachamwoodhome.com,hodges tweed,,,[],
151,https://www.espasso.com/products/tearsheet/1815,www.espasso.com,tearsheet/1815,,,[],
152,https://sika-design.com/products/belladonna-nature,sika-design.com,belladonna nature,,,[],
153,https://www.dimshome.com/products/eave-desk,www.dimshome.com,eave desk,,desk,[],eave
154,https://thebellacottage.com/products/barrel-bar,thebellacottage.com,barrel bar,,bar,['barrel'],
155,https://www.skandium.com/products/ch24-soft,www.skandium.com,ch24 soft,,,['soft'],ch24
156,https://www.woodwaves.com/products/gray-floating-tv-stand-entertainment-center-eco-geo-lakewood,www.woodwaves.com,gray floating tv stand entertainment center eco geo lakewood,,tv stand,"['gray', 'floating', 'entertainment center']",eco geo lakewood
157,https://sjotime.com/products/notch-desk,sjotime.com,notch desk,,desk,[],notch
158,https://www.puji.com/www.puji.com/products/urban-industrial-bistro-dining-table,www.puji.com,urban industrial bistro dining table,,dining table,['urban industrial'],bistro
159,https://littlepartners.com/products/bentwood,littlepartners.com,bentwood,,,['bentwood'],
160,https://jeremiahcollection.com/products/record-storage-console,jeremiahcollection.com,record storage console,,storage console,['record'],
161,https://www.shoptorious.com/products/nova-domus-jagger-modern-dark-grey-walnut-bedroom-set,www.shoptorious.com,nova domus jagger modern dark grey walnut bedroom set,,bedroom set,"['modern', 'dark grey', 'walnut']",nova domus jagger
162,https://thefinestore.com/products/gift-card,thefinestore.com,gift card,,,[],
163,http://oot-oot.com/products/,oot-oot.com,,,,[],
164,https://lorfords.com/collections/the-armchair-collection/products/the-bayswater-armchair,lorfords.com,the bayswater armchair,collections/the armchair collection/,armchair,[],the bayswater
165,https://www.arighibianchi.co.uk/collections/new-in-homepage/products/birds-coat-rack,www.arighibianchi.co.uk,birds coat rack,collections/new in homepage/,coat rack,['birds'],
166,https://idlehands.design/products/page/2/,idlehands.design,page/2/,,,[],
167,https://www.diyfurniturestore.com/products/inside-out,www.diyfurniturestore.com,inside out,,,[],
168,https://pastperfect.sg/products/,pastperfect.sg,,,,[],
169,https://bastilleandsons.com.au/products/ottoman-leo,bastilleandsons.com.au,ottoman leo,,ottoman,[],leo
170,https://classicwithatwist.com.au/products/1900-bench,classicwithatwist.com.au,1900 bench,,bench,[],1900
171,https://apato.com.au/products/work/kobo-st-desk/,apato.com.au,work/kobo st desk/,,desk,['work'],kobo st
172,https://thewoodroom.com.au/products/take-me-back,thewoodroom.com.au,take me back,,,[],
173,https://thebanyantree.com.au/products/gift-card,thebanyantree.com.au,gift card,,,[],
174,https://ardoutdoor.com/products/,ardoutdoor.com,,,,[],
175,https://hauserstores.com/products/mesa-sofa?view=product-alt,hauserstores.com,mesa sofa,,sofa,[],mesa
176,https://boahaus.com/products/boahaus-urban-dressing-table,boahaus.com,boahaus urban dressing table,,dressing table,['urban'],boahaus
177,https://tabularasa-furniture.com/collections/frontpage/products/ohmm-fiesta,tabularasa-furniture.com,ohmm fiesta,collections/frontpage/,,[],
178,https://livingbydesign.net.au/products/sorensen-teak-bench-seat-dining,livingbydesign.net.au,sorensen teak bench seat dining,,bench seat,"['teak', 'dining']",sorensen
179,https://www.living-home.co.uk/products/58-07-valencia-side-table,www.living-home.co.uk,58 07 valencia side table,,side table,['58 07'],valencia
180,https://relm.com.au/products/,relm.com.au,,,,[],
181,https://www.harpersproject.com/products/marble-stool,www.harpersproject.com,marble stool,,stool,['marble'],
182,https://www.morningstartrading.ca/pages/products/recycled-treasures-consignment-pieces/hidden-treasure,www.morningstartrading.ca,recycled treasures consignment pieces/hidden treasure,pages/,,"['recycled', 'treasures', 'consignment', 'hidden']",
183,https://www.bellus.com/products/,www.bellus.com,,,,[],
184,https://www.hatihome.com/products/lounge-cane,www.hatihome.com,lounge cane,,lounge,['cane'],
185,https://www.meta44.com/products/homeland,www.meta44.com,homeland,,,[],
186,https://modernkomfort.ca/products/glen,modernkomfort.ca,glen,,,[],
187,https://www.aarniooriginals.com/collections/shop/products/pony,www.aarniooriginals.com,pony,collections/shop/,,[],
188,https://chansfurniture.com/products/copy-of-42-tennant-brand-modern-style-beatrice-bathroom-sink-vanity-tb-9433-v42-wenge-color,chansfurniture.com,copy of 42 tennant brand modern style beatrice bathroom sink vanity tb 9433 v42 wenge color,,bathroom sink vanity,"['42 tennant brand', 'modern style', 'beatrice', 'tb 9433 v42', 'wenge color']",copy of
189,https://alasaw.com/products/sample-box,alasaw.com,sample box,,,[],
190,https://hedgehousefurniture.com/products/windsor-bed,hedgehousefurniture.com,windsor bed,,bed,[],windsor
191,http://www.mountainteak.com/products/designer-teak-furniture/,www.mountainteak.com,designer teak furniture/,,furniture,"['teak', 'designer']",
192,https://www.lestudiolum.com/us/products/textiles/throws/,www.lestudiolum.com,textiles/throws/,us/,throw,[],
193,https://www.ameriwoodhome.com/Products/Storage/All/,www.ameriwoodhome.com,,,,[],
194,https://www.homeandstyle.com.sg/products/richmond-sofa-grey,www.homeandstyle.com.sg,richmond sofa grey,,sofa,['grey'],richmond
195,https://shop.vanillawood.com/products/plume-wallpaper,shop.vanillawood.com,plume wallpaper,,,[],plume wallpaper
196,http://modliving.com.ph/products/,modliving.com.ph,,,,[],
197,https://curiocavern.ph/products/cow-skull,curiocavern.ph,cow skull,,,[],
198,https://www.mossmanilahome.com/products/,www.mossmanilahome.com,,,,[],
199,https://oakforless.com/products/gift-card,oakforless.com,gift card,,,[],
200,https://www.castlery.com/products/spot-shelf,www.castlery.com,spot shelf,,shelf,[],spot
201,https://www.getmycouch.com/collections/sofa/products/sofa-sectional-bed-fn-gmc-008237,www.getmycouch.com,sofa sectional bed fn gmc 008237,collections/sofa/,sectional bed,['sofa'],fn gmc 008237
202,https://www.castlery.com.au/products/mico-stool?quantity=1,www.castlery.com.au,mico stool,,stool,[],mico
203,https://homestreethome.ie/products/zinc-tray,homestreethome.ie,zinc tray,,tray,['zinc'],
204,https://nazzek.myshopify.com/products/wooden-coffee-table,nazzek.myshopify.com,wooden coffee table,,coffee table,['wooden'],
205,https://www.myconcept.com.hk/products/moo,www.myconcept.com.hk,moo,,,[],
206,https://newforestrusticfurniture.co.uk/products/rustic-ruler-height-chart,newforestrusticfurniture.co.uk,rustic ruler height chart,,height chart,['rustic ruler'],
207,https://www.starliving.com.sg/products/heather-armchair,www.starliving.com.sg,heather armchair,,armchair,[],heather
208,https://vauntdesign.com/products/forna-plant-stand-small,vauntdesign.com,forna plant stand small,,plant stand,['small'],forna
209,https://www.langria.com/products/laptop-desk-cart,www.langria.com,laptop desk cart,,desk cart,['laptop'],
210,https://www.kolocollection.com/collections/lounging/products/bentley-sofa-in-oyster-weave,www.kolocollection.com,bentley sofa in oyster weave,collections/lounging/,sofa,['oyster weave'],bentley
211,https://asianteakfurniture.com/products/bali-teak-bench-atf388,asianteakfurniture.com,bali teak bench atf388,,bench,['teak'],bali
212,https://furnitica-vinova.myshopify.com/products/enim-donec-pede,furnitica-vinova.myshopify.com,enim donec pede,,,[],
213,https://jordanshome.ca/products/blue-vase,jordanshome.ca,blue vase,,vase,['blue'],
214,https://mikazahome.ca/products/page/4/,mikazahome.ca,page/4/,,,[],
215,https://barnabylane.com.au/products/spensley-tan,barnabylane.com.au,spensley tan,,,['tan'],spensley
216,https://urbangalleria.com/products/rowan-pod-swing,urbangalleria.com,rowan pod swing,,pod swing,[],rowan
217,https://www.modernfurniture.com.au/collections/on-sale/products/vision-suspended-sunbed,www.modernfurniture.com.au,vision suspended sunbed,collections/on sale/,sunbed,['suspended'],vision
218,https://www.granitelane.com.au/products/flourish-print,www.granitelane.com.au,flourish print,,,[],
219,https://teak-furniture-singapore.com/products/sweden-side-table,teak-furniture-singapore.com,sweden side table,,side table,[],sweden
220,https://teak-warehouse-sale.com/products/tws889lt-000-ta-lp,teak-warehouse-sale.com,tws889lt 000 ta lp,,,[],
221,https://www.countrysideamishfurniture.com/products/home-entertainment-centers/all/P40,www.countrysideamishfurniture.com,home entertainment centers/all/P40,,entertainment center,['home'],
222,https://www.modishstore.com/products/twos-company-sunburst-antiqued-gold-wall-mirror,www.modishstore.com,twos company sunburst antiqued gold wall mirror,,wall mirror,['antiqued gold'],twos company sunburst
223,https://www.stylemyhome.com.au/products/regency-three-drawer-chest,www.stylemyhome.com.au,regency three drawer chest,,chest,['3 drawer'],regency
224,https://loft-theme-demo-nashville.myshopify.com/products/black-chair,loft-theme-demo-nashville.myshopify.com,black chair,,chair,['black'],
225,https://teakco.com/products/amsterdam-2-drawer-bedside-table-tek168bs-002-ta,teakco.com,amsterdam 2 drawer bedside table tek168bs 002 ta,,bedside table,['2 drawer'],amsterdam
226,https://www.skovby.com/en-gb/products/tv-cabinets/skovby-86,www.skovby.com,tv cabinets/skovby 86,en gb/,tv cabinet,[],skovby 86
227,https://boulevardoutdoorfurniture.com/products/surin-lounge-set,boulevardoutdoorfurniture.com,surin lounge set,,lounge set,[],surin
